"Restaurant_Id","Restaurant_Name","Cusines","Rating","Price_for_One","Location","Delivery_review_number","Delivery Time","Link"
"432","Sunny's Chicken Wingss!","American","3.2","200","Btm Layout","1000","43","https://www.swiggy.com/restaurants/sunnys-chicken-wingss-2nd-stage-btm-layout-bangalore-570388"
"433","Kathi Club","North Indian","2.9","50","Koramangala","15000","32","https://www.swiggy.com/restaurants/kathi-club-5th-block-Koramangala-bangalore-454002"
"434","Shalimaar family restaurant","North Indian","3.0","150","Shivaji Nagar","500","44","https://www.swiggy.com/restaurants/shalimaar-family-restaurant-sulthangunta-Shivaji Nagar-bangalore-619751"
"435","Laura Cakes And Desserts","Desserts","4.2","200","Koramangala","5000","42","https://www.swiggy.com/restaurants/laura-cakes-and-desserts-shastri-nagar-Koramangala-bangalore-509259"
"436","Joey's Sandwich Station","North Indian","3.6","200","Btm Layout","10000","39","https://www.swiggy.com/restaurants/joeys-sandwich-station-btm-bangalore-610446"
"437","The Wing Story","North Indian","2.3","100","Koramangala","500","33","https://www.swiggy.com/restaurants/the-wing-story-5th-block-Koramangala-bangalore-453980"
"438","Freshii al natural","Desserts","4.4","75","Btm Layout","15000","49","https://www.swiggy.com/restaurants/freshii-al-natural-2nd-stage-btm-layout-bangalore-185233"
"439","CupCake Noggins","Desserts","3.9","100","Domlur","10000","42","https://www.swiggy.com/restaurants/cupcake-noggins-domlur-layout-jp-nagar-bangalore-472857"
"440","The Aroma Fox","North Indian","3.4","125","Adugodi","5000","35","https://www.swiggy.com/restaurants/the-aroma-fox-btm-layout-adugodi-bangalore-527896"
"441","The Shake Stories","Desserts","3.0","125","Koramangala","1000","26","https://www.swiggy.com/restaurants/the-shake-stories-jyoti-nivas-college-rd-Koramangala-bangalore-668306"
"442","Miami Waffles &amp; Jawbreakers","Desserts","4.2","100","Dollars Colony","500","42","https://www.swiggy.com/restaurants/miami-waffles-and-jawbreakers-dollars-colony-new-bel-road-bangalore-641019"
"443","Skoosh Bubble Tea - No Tapioca","Desserts","3.7","150","Btm Layout","15000","40","https://www.swiggy.com/restaurants/skoosh-bubble-tea-no-tapioca-1st-stage-btm-layout-bangalore-415772"
"444","Great Pizzas","Italian","2.7","150","Kammanahalli","5000","29","https://www.swiggy.com/restaurants/great-pizzas-nehru-road-kammanahalli-kalyan-nagar-bangalore-363180"
"445","Chinese The Dhabha","Italian","3.9","175","Jp Nagar","10000","49","https://www.swiggy.com/restaurants/chinese-the-dhabha-anniya-reddy-layout-jp-nagar-bangalore-692387"
"446","Crispy Twist","North Indian","3.0","150","Btm Layout","1000","37","https://www.swiggy.com/restaurants/crispy-twist-m-cross-rd-btm-bangalore-694305"
"447","BIG BRO'S GRILL","American","3.3","125","Btm Layout","500","44","https://www.swiggy.com/restaurants/big-bros-grill-hal-old-airport-rd-domlur-bangalore-589398"
"448","BOWLSS OF BLISS","Desserts","3.7","75","Btm Layout","15000","37","https://www.swiggy.com/restaurants/bowlss-of-bliss-1st-stage-btm-layout-bangalore-322179"
"449","Papacream","Desserts","4.3","175","Koramangala","5000","37","https://www.swiggy.com/restaurants/papacream-5th-block-Koramangala-bangalore-440222"
"450","HOLY FRY","North Indian","2.8","100","Koramangala","1000","30","https://www.swiggy.com/restaurants/holy-fry-5th-block-Koramangala-bangalore-557833"
"451","Baba Ganoush","Arabian","4.4","150","Koramangala","10000","26","https://www.swiggy.com/restaurants/baba-ganoush-6th-block-Koramangala-bangalore-422128"
"452","Shahi Kitchens","Tibetan","3.7","150","Shivaji Nagar","500","28","https://www.swiggy.com/restaurants/shahi-kitchens-1st-block-shivaji-nagar-bangalore-354888"
"453","Sandwich N Burger","Desserts","3.0","100","Btm Layout","15000","49","https://www.swiggy.com/restaurants/sandwich-n-burger-1st-stage-btm-layout-bangalore-560152"
"454","Pancakes by Knight Bite","Arabian","3.7","100","Btm Layout","1000","43","https://www.swiggy.com/restaurants/pancakes-by-knight-bite-new-gurappana-palya-btm-layout-bangalore-423615"
"455","deli2go","North Indian","3.3","150","Vasanth Nagar","5000","30","https://www.swiggy.com/restaurants/deli2go-millars-road-vasanth-nagar-bangalore-337566"
"456","Continentalberg Sandwich","North Indian","3.5","125","Btm Layout","10000","25","https://www.swiggy.com/restaurants/Continentalberg-sandwich-n-s-palya-btm-layout-bangalore-478711"
"457","FOOD ENGINEER","Desserts","3.9","300","Btm Layout","500","42","https://www.swiggy.com/restaurants/food-engineer-1st-stage-btm-layout-bangalore-596064"
"458","New York Waffles &amp; Dinges","Desserts","3.6","150","Dollars Colony","15000","25","https://www.swiggy.com/restaurants/new-york-waffles-and-dinges-dollars-colony-new-bel-road-bangalore-520819"
"459","Wack Waffles &amp; Brownies","Desserts","3.6","125","Dollars Colony","1000","43","https://www.swiggy.com/restaurants/wack-waffles-and-brownies-dollars-colony-new-bel-road-bangalore-641021"
"460","Pulp Fiction","Desserts","4.1","100","Btm Layout","5000","27","https://www.swiggy.com/restaurants/pulp-fiction-2nd-stage-btm-layout-bangalore-649399"
"461","Punjabi Thali","North Indian","2.5","175","Btm Layout","10000","40","https://www.swiggy.com/restaurants/punjabi-thali-1st-stage-btm-layout-bangalore-470971"
"462","Pizzas and Pastas - By Chef Sunny","Continental","3.0","250","Btm Layout","500","41","https://www.swiggy.com/restaurants/pizzas-and-pastas-by-chef-sunny-2nd-stage-btm-layout-bangalore-530939"
"463","BK Cafe","Arabian","2.8","175","Indiranagar","15000","41","https://www.swiggy.com/restaurants/bk-cafe-cmh-road-Indiranagar-bangalore-652955"
"464","SRS kitchens","North Indian","3.1","100","Btm Layout","5000","32","https://www.swiggy.com/restaurants/srs-kitchens-btm-bangalore-462285"
"465","CRAZY WINGS","Arabian","3.5","150","Koramangala","1000","38","https://www.swiggy.com/restaurants/crazy-wings-5th-block-Koramangala-bangalore-564040"
"466","Malnad Donne Biryani","North Indian","3.4","175","Basaveshwara Nagar","10000","43","https://www.swiggy.com/restaurants/malnad-donne-biryani-jc-nagar-Basaveshwara Nagar-bangalore-697864"
"467","Ketoism","Desserts","2.9","150","Koramangala","500","30","https://www.swiggy.com/restaurants/ketoism-1st-block-Koramangala-bangalore-378288"
